shipment_id,warehouse_id,customer_id,scheduled_date,actual_delivery,delay_flag,delay_hours
SHP-000048,Kewdale WH,CUST-00106,2023-11-04,2023-11-04 00:00,0,0.0
SHP-004050,WH02,CUST-00195,2024-04-18,2024-04-18 11:00,No,0.0
SHP-PEAK-00017,fremantle wh,CUST-00173,2024-11-05,2024-11-05 06:00,FALSE,0.0
SHP-003482,,CUST-00168,2023-01-09,2023-01-09 12:00,No,0.0
SHP-000444,perth wh,CUST-00165,2024-02-18,2024-02-18 08:00,FALSE,0.0
SHP-001955,WH01,CUST-00124,2024-05-30,2024-05-30 03:00,FALSE,0.0
SHP-000038,WH01,CUST-00046,2023-07-20,2023-07-20 15:00,0,0.0
SHP-003470,,CUST-00192,2024-06-29,2024-06-29 02:00,FALSE,0.0
SHP-001269,fremantle wh,CUST-00013,2024-06-07,2024-06-07 16:00,0,0.0
SHP-004275,Fremantle WH,CUST-00172,2023-02-30,2023-12-05 15:00,FALSE,0.0
SHP-003051,WH02,CUST-00118,2023-12-17,2023-12-17 02:00,0,0.0
SHP-002178,WH03,CUST-00142,2024-08-29,2024-08-29 13:00,N,0.0
SHP-002813,WH01,CUST-00123,2023-11-30,2023-11-30 02:00,0,0.0
SHP-001323,Kewdale WH,CUST-00096,2023-05-31,2023-05-31 12:00,FALSE,0.0
SHP-002865,perth wh,CUST-00056,2023-12-31,2023-12-31 06:00,false,0.0
SHP-000731,Kewdale WH,CUST-00188,2023-09-15,2023-09-15 11:00,N,0.0
SHP-002188,Fremantle WH,CUST-00075,2024-06-02,2024-06-02 12:00,No,0.0
SHP-002406,WH01,CUST-00060,2024-08-09,2024-08-09 14:00,false,0.0
SHP-PEAK-00378,fremantle wh,CUST-00090,2024-11-25,2024-11-25 11:00,No,0.0
SHP-002158,perth wh,CUST-00023,2024-12-19,2024-12-19 11:00,No,0.0
SHP-001906,,CUST-00057,2023-09-28,2023-09-28 19:00,false,0.0
SHP-000849,,CUST-00094,2024-01-07,2024-01-07 02:00,false,0.0
SHP-004014,WH02,CUST-00178,2023-02-25,2023-02-26 07:00,TRUE,31.6
SHP-003902,WH01,CUST-00030,2024-09-05,2024-09-05 17:00,false,0.0
SHP-PEAK-00672,WH01,CUST-00023,2024-11-05,2024-11-05 15:00,FALSE,0.0
SHP-003236,perth wh,CUST-00149,2023-07-07,2023-07-07 00:00,No,0.0
SHP-PEAK-00503,Fremantle WH,CUST-00145,2024-11-10,2024-11-10 13:00,No,0.0
SHP-001993,perth wh,CUST-00156,2023-03-20,2023-03-20 04:00,false,0.0
SHP-PEAK-00292,kewdale wh,CUST-00112,2023-12-24,2023-12-24 05:00,false,0.0
SHP-002415,Fremantle WH,CUST-00071,2023-06-12,2023-06-12 11:00,No,0.0
SHP-002252,fremantle wh,CUST-00100,2023-12-20,2023-12-20 08:00,FALSE,0.0
SHP-002604,Fremantle WH,CUST-00183,2024-04-20,2024-04-21 16:00,1,40.4
SHP-PEAK-00417,WH03,CUST-00080,2024-11-28,2024-11-28 06:00,false,0.0
SHP-PEAK-00686,kewdale wh,CUST-00117,2023-12-30,2023-12-30 10:00,true,10.2
SHP-004960,Fremantle WH,CUST-00171,2023-03-23,2023-03-23 14:00,TRUE,14.4
SHP-004618,kewdale wh,CUST-00197,2023-08-01,2023-08-02 01:00,Y,25.8
SHP-001043,perth wh,CUST-00031,2024-07-08,2024-07-08 09:00,false,0.0
SHP-000777,fremantle wh,CUST-00088,2024-11-18,2024-11-18 01:00,N,0.0
SHP-PEAK-00590,kewdale wh,CUST-00032,2024-11-01,2024-11-01 00:00,N,0.0
SHP-000184,WH01,CUST-00143,2023-11-27,2023-11-27 06:00,N,0.0
SHP-001966,Fremantle WH,CUST-00074,2024-02-25,2024-02-25 01:00,0,0.0
SHP-PEAK-00755,,CUST-00175,2023-12-27,2023-12-27 16:00,0,0.0
SHP-003011,fremantle wh,CUST-00021,2024-05-08,2024-05-08 08:00,No,0.0
SHP-004093,WH03,CUST-00003,2024-11-20,2024-11-21 02:00,1,26.3
SHP-000735,WH02,CUST-00068,2024-05-01,2024-05-01 15:00,FALSE,0.0
SHP-004170,WH03,CUST-00062,2023-11-12,2023-11-12 11:00,No,0.0
SHP-000486,,CUST-00187,2024-09-19,2024-09-19 10:00,0,0.0
SHP-002518,fremantle wh,CUST-00140,2023-01-05,2023-01-05 09:00,N,0.0
SHP-000453,WH03,CUST-00117,2024-06-20,2024-06-20 02:00,0,0.0
SHP-004032,WH03,CUST-00185,2023-10-29,2023-10-29 15:00,No,0.0
SHP-004481,WH01,CUST-00056,2023-08-09,2023-08-09 04:00,0,0.0
SHP-000031,perth wh,CUST-00001,2024-10-21,2024-10-21 06:00,1,6.5
SHP-000790,WH03,CUST-00016,2024-08-13,2024-08-13 17:00,0,0.0
SHP-PEAK-00422,Perth WH,CUST-00006,2023-12-15,2023-12-15 17:00,No,0.0
SHP-PEAK-00677,Fremantle WH,CUST-00113,2024-12-09,2024-12-09 11:00,No,0.0
SHP-000101,,CUST-00022,2024-06-04,2024-06-04 12:00,0,0.0
SHP-PEAK-00358,Kewdale WH,CUST-00032,2024-12-14,2024-12-14 05:00,1,5.7
SHP-002237,WH03,CUST-00053,2023-05-22,2023-05-22 00:00,FALSE,0.0
SHP-004819,Perth WH,CUST-00084,2024-11-06,2024-11-06 10:00,false,0.0
SHP-002437,Perth WH,CUST-00117,2023-08-11,2023-08-11 19:00,FALSE,0.0
SHP-003323,Kewdale WH,CUST-00092,2024-09-08,2024-09-08 17:00,0,0.0
SHP-001546,Kewdale WH,CUST-00173,2023-05-28,2023-05-28 09:00,Y,9.9
SHP-000862,WH03,CUST-00104,2023-07-24,2023-07-25 06:00,Y,30.2
SHP-000904,Fremantle WH,CUST-00022,2023-10-08,2023-10-08 13:00,0,0.0
SHP-001840,WH03,CUST-00079,2023-03-26,2023-03-26 07:00,false,0.0
SHP-000110,WH02,CUST-00039,2023-10-23,2023-10-23 10:00,0,0.0
SHP-003930,kewdale wh,CUST-00113,2023-11-07,2023-11-07 00:00,FALSE,0.0
SHP-001210,WH03,CUST-00114,2024-02-02,2024-02-02 03:00,FALSE,0.0
SHP-PEAK-00505,Fremantle WH,CUST-00038,2024-12-05,2024-12-05 06:00,false,0.0
SHP-002628,WH02,CUST-00013,2024-02-10,2024-02-10 15:00,0,0.0
SHP-004413,Kewdale WH,CUST-00168,2024-04-01,2024-04-01 07:00,0,0.0
SHP-003347,WH01,CUST-00126,2023-10-02,2023-10-02 10:00,true,10.0
SHP-PEAK-00663,fremantle wh,CUST-00022,2024-12-22,2024-12-22 04:00,No,0.0
SHP-PEAK-00478,fremantle wh,CUST-00018,2023-12-03,2023-12-03 15:00,false,0.0
SHP-PEAK-00194,perth wh,CUST-00078,2024-11-08,2024-11-08 14:00,0,0.0
SHP-001819,fremantle wh,CUST-00147,2024-06-30,2024-06-30 17:00,0,0.0
SHP-004797,kewdale wh,CUST-00046,2023-04-30,2023-05-01 09:00,Yes,33.7
SHP-002324,perth wh,CUST-00062,2023-12-08,2023-12-08 01:00,No,0.0
SHP-PEAK-00185,WH02,CUST-00033,2023-12-31,2023-12-31 09:00,N,0.0
SHP-PEAK-00448,,CUST-00118,2023-11-07,2023-11-07 04:00,FALSE,0.0
SHP-004871,Kewdale WH,CUST-00050,2024-10-27,2024-10-27 12:00,0,0.0
SHP-001558,WH01,CUST-00122,2024-02-24,2024-02-24 00:00,false,0.0
SHP-002969,Kewdale WH,CUST-00152,2024-01-27,2024-01-27 07:00,No,0.0
SHP-000810,WH02,CUST-00148,2024-07-31,2024-07-31 01:00,false,0.0
SHP-002305,kewdale wh,CUST-00005,2024-08-04,2024-08-04 11:00,No,0.0
SHP-PEAK-00707,WH03,CUST-00032,2024-11-17,2024-11-17 09:00,0,0.0
SHP-004097,WH01,CUST-00102,2024-05-13,2024-05-14 09:00,Yes,33.5
SHP-002914,WH02,CUST-00006,2023-06-06,2023-06-06 19:00,N,0.0
SHP-004479,Kewdale WH,CUST-00046,2024-02-12,2024-02-12 19:00,1,19.7
SHP-PEAK-00463,Perth WH,CUST-00111,2023-11-12,2023-11-12 16:00,false,0.0
SHP-004991,Kewdale WH,CUST-00054,2023-12-23,2023-12-23 08:00,false,0.0
SHP-002482,Fremantle WH,CUST-00157,2024-03-11,2024-03-11 22:00,Yes,22.1
SHP-001457,fremantle wh,CUST-00194,2024-02-26,2024-02-26 12:00,FALSE,0.0
SHP-001601,perth wh,CUST-00087,2024-07-10,2024-07-10 13:00,No,0.0
SHP-PEAK-00418,WH03,CUST-00184,2023-12-19,2023-12-19 07:00,Y,7.4
SHP-004196,,CUST-00145,2024-05-23,2024-05-23 19:00,0,0.0
SHP-001521,WH01,CUST-00152,2023-08-14,2023-08-14 08:00,N,0.0
SHP-PEAK-00438,,CUST-00132,2024-11-30,2024-11-30 07:00,No,0.0
SHP-004465,fremantle wh,CUST-00102,2023-10-24,2023-10-24 12:00,Yes,12.9
SHP-002230,WH02,CUST-00069,2024-12-21,2024-12-21 11:00,Yes,11.2
SHP-001262,WH01,CUST-00043,2024-10-29,2024-10-29 19:00,0,0.0
SHP-001618,Perth WH,CUST-00173,2024-11-07,2024-11-07 07:00,FALSE,0.0
SHP-PEAK-00766,WH02,CUST-00007,2024-11-20,2024-11-21 18:00,1,42.7
SHP-004635,WH01,CUST-00019,2024-01-15,2024-01-15 01:00,false,0.0
SHP-000830,,CUST-00137,2023-08-24,2023-08-24 04:00,No,0.0
SHP-001486,WH03,CUST-00066,2024-07-13,2024-07-13 16:00,N,0.0
SHP-000439,WH02,CUST-00199,2024-09-05,2024-09-05 04:00,1,4.3
SHP-001972,WH02,CUST-00179,2023-09-19,2023-09-19 04:00,FALSE,0.0
SHP-PEAK-00647,WH03,CUST-00029,2024-11-08,2024-11-08 10:00,FALSE,0.0
SHP-001384,WH03,CUST-00007,2024-08-06,2024-08-06 15:00,1,15.8
SHP-000926,WH02,CUST-00031,2024-11-21,2024-11-23 00:00,1,48.0
SHP-003607,kewdale wh,CUST-00128,2023-11-28,2023-11-28 11:00,N,0.0
SHP-001892,perth wh,CUST-00055,2024-06-04,2024-06-04 18:00,false,0.0
SHP-001730,Kewdale WH,CUST-00002,2023-07-14,2023-07-14 14:00,No,0.0
SHP-004952,,CUST-00010,2024-12-21,2024-12-21 12:00,N,0.0
SHP-004096,Perth WH,CUST-00105,2024-06-17,2024-06-17 06:00,FALSE,0.0
SHP-PEAK-00794,Perth WH,CUST-00113,2024-12-03,2024-12-03 02:00,N,0.0
SHP-003951,Fremantle WH,CUST-00007,2023-02-30,2024-07-21 08:00,false,0.0
SHP-000945,Perth WH,CUST-00079,2023-12-10,2023-12-10 18:00,false,0.0
SHP-004653,,CUST-00005,2023-12-31,2023-12-31 09:00,false,0.0
SHP-004651,Fremantle WH,CUST-00061,2023-11-18,2023-11-18 11:00,No,0.0
SHP-000013,fremantle wh,CUST-00186,2023-04-10,2023-04-10 18:00,Y,18.6
SHP-004255,Perth WH,CUST-00067,2023-06-23,2023-06-23 08:00,false,0.0
SHP-000643,,CUST-00004,2023-03-20,2023-03-20 01:00,No,0.0
SHP-003238,WH02,CUST-00190,2024-12-24,2024-12-24 01:00,FALSE,0.0
SHP-003003,WH01,CUST-00120,2024-06-23,2024-06-23 19:00,N,0.0
SHP-PEAK-00473,WH02,CUST-00035,2024-11-16,2024-11-16 19:00,FALSE,0.0
SHP-001173,WH02,CUST-00006,2023-12-02,2023-12-02 15:00,No,0.0
SHP-PEAK-00300,Kewdale WH,CUST-00200,2024-12-25,2024-12-25 07:00,1,7.9
SHP-001804,Kewdale WH,CUST-00015,2024-10-20,2024-10-20 04:00,0,0.0
SHP-002916,Fremantle WH,CUST-00080,2024-07-03,2024-07-03 05:00,false,0.0
SHP-002154,Kewdale WH,CUST-00158,2024-12-20,2024-12-20 15:00,No,0.0
SHP-000654,,CUST-00028,2023-06-01,2023-06-01 18:00,0,0.0
SHP-000430,WH03,CUST-00151,2023-06-19,2023-06-19 12:00,false,0.0
SHP-001551,perth wh,CUST-00030,2024-11-28,2024-11-28 05:00,false,0.0
SHP-003296,Fremantle WH,CUST-00169,2024-09-28,2024-09-28 14:00,N,0.0
SHP-003995,Perth WH,CUST-00035,2024-09-16,2024-09-16 04:00,No,0.0
SHP-002708,WH03,CUST-00066,2023-08-07,2023-08-07 12:00,No,0.0
SHP-003071,fremantle wh,CUST-00083,2023-09-10,2023-09-10 07:00,FALSE,0.0
SHP-001371,WH03,CUST-00138,2024-12-11,2024-12-11 07:00,No,0.0
SHP-000839,,CUST-00155,2023-10-08,2023-10-08 10:00,No,0.0
SHP-001088,WH02,CUST-00152,2024-11-21,2024-11-21 02:00,N,0.0
SHP-001562,fremantle wh,CUST-00199,2024-08-05,2024-08-05 08:00,N,0.0
SHP-002927,Perth WH,ORPHAN-44,2023-10-08,2023-10-08 06:00,FALSE,0.0
SHP-001194,WH03,CUST-00071,2023-02-28,2023-02-28 05:00,N,0.0
SHP-PEAK-00530,Kewdale WH,CUST-00189,2023-11-12,2023-11-12 17:00,false,0.0
SHP-000857,,CUST-00167,2023-03-10,2023-03-10 08:00,TRUE,8.0
SHP-PEAK-00628,,CUST-00064,2024-12-28,2024-12-28 11:00,No,0.0
SHP-002219,perth wh,CUST-00086,2023-11-07,2023-11-07 08:00,1,8.5
SHP-001488,,CUST-00039,2024-01-13,2024-01-13 05:00,No,0.0
SHP-003827,WH03,CUST-00021,2023-09-30,2023-09-30 09:00,0,0.0
SHP-001455,Fremantle WH,CUST-00092,2023-04-04,2023-04-04 14:00,false,0.0
SHP-001757,Kewdale WH,CUST-00085,2024-04-20,2024-04-20 01:00,TRUE,1.2
SHP-000694,Kewdale WH,CUST-00025,2024-05-26,2024-05-26 00:00,FALSE,0.0
SHP-002715,fremantle wh,CUST-00161,2023-10-28,2023-10-28 11:00,0,0.0
SHP-001984,Kewdale WH,CUST-00184,2024-10-07,2024-10-07 18:00,Y,18.4
SHP-000288,kewdale wh,CUST-00128,2023-02-16,2023-02-16 00:00,0,0.0
SHP-003782,WH02,CUST-00117,2024-09-02,2024-09-02 09:00,N,0.0
SHP-004568,Fremantle WH,CUST-00104,2024-03-27,2024-03-27 08:00,0,0.0
SHP-002938,fremantle wh,CUST-00130,2024-02-21,2024-02-21 05:00,FALSE,0.0
SHP-002681,fremantle wh,CUST-00023,2023-12-16,2023-12-16 08:00,false,0.0
SHP-004917,fremantle wh,CUST-00073,2024-11-21,2024-11-21 01:00,N,0.0
SHP-004596,perth wh,CUST-00195,2023-04-20,2023-04-20 02:00,FALSE,0.0
SHP-002419,WH02,CUST-00059,2024-10-06,2024-10-06 11:00,No,0.0
SHP-PEAK-00642,perth wh,CUST-00111,2024-11-04,2024-11-04 15:00,false,0.0
SHP-004064,WH01,CUST-00149,2023-02-12,2023-02-12 16:00,No,0.0
SHP-004711,,CUST-00181,2023-12-02,2023-12-02 05:00,No,0.0
SHP-000211,kewdale wh,CUST-00180,2023-12-07,2023-12-07 00:00,No,0.0
SHP-PEAK-00608,WH02,CUST-00033,2023-11-20,2023-11-20 07:00,false,0.0
SHP-004504,,CUST-00022,2024-04-24,2024-04-24 12:00,false,0.0
SHP-001195,Fremantle WH,CUST-00018,2024-08-27,2024-08-27 04:00,0,0.0
SHP-000074,Kewdale WH,CUST-00134,2024-09-07,2024-09-07 06:00,0,0.0
SHP-PEAK-00209,WH02,CUST-00042,2023-11-11,2023-11-11 03:00,FALSE,0.0
SHP-003899,Fremantle WH,CUST-00051,2024-12-03,2024-12-04 14:00,Yes,38.5
SHP-002575,WH01,CUST-00076,2023-03-30,2023-03-30 02:00,No,0.0
SHP-002743,perth wh,CUST-00047,2023-05-22,2023-05-23 23:00,1,47.1
SHP-003835,,CUST-00111,2023-05-13,2023-05-13 12:00,N,0.0
SHP-PEAK-00149,kewdale wh,CUST-00170,2023-12-25,2023-12-25 10:00,0,0.0
SHP-003254,WH01,CUST-00020,2024-11-02,2024-11-02 17:00,FALSE,0.0
SHP-PEAK-00405,WH01,CUST-00037,2024-11-23,2024-11-23 16:00,false,0.0
SHP-004863,fremantle wh,CUST-00196,2024-11-04,2024-11-04 11:00,false,0.0
SHP-003269,kewdale wh,CUST-00103,2024-08-23,2024-08-23 05:00,0,0.0
SHP-PEAK-00668,kewdale wh,CUST-00160,2024-12-14,2024-12-14 10:00,No,0.0
SHP-003385,WH01,CUST-00010,2023-03-15,2023-03-15 18:00,false,0.0
SHP-000114,Perth WH,CUST-00047,2024-10-16,2024-10-16 08:00,No,0.0
SHP-004963,Perth WH,CUST-00036,2024-01-29,2024-01-30 01:00,true,25.1
SHP-PEAK-00575,WH01,CUST-00073,2024-11-01,2024-11-01 03:00,FALSE,0.0
SHP-001696,kewdale wh,CUST-00085,2023-10-26,2023-10-27 00:00,Yes,24.3
SHP-003755,Perth WH,CUST-00191,2024-06-19,2024-06-19 17:00,FALSE,0.0
SHP-PEAK-00307,perth wh,CUST-00073,2024-12-01,2024-12-01 02:00,No,0.0
SHP-004471,fremantle wh,CUST-00177,2024-09-23,2024-09-23 10:00,0,0.0
SHP-001663,,CUST-00103,2024-12-04,2024-12-04 14:00,No,0.0
SHP-001685,WH02,CUST-00129,2023-11-03,2023-11-03 13:00,N,0.0
SHP-PEAK-00143,WH03,CUST-00141,2023-11-29,2023-11-29 12:00,FALSE,0.0
SHP-002517,Fremantle WH,CUST-00182,2024-04-14,2024-04-14 12:00,N,0.0
SHP-004229,fremantle wh,CUST-00072,2023-07-03,2023-07-03 12:00,No,0.0
SHP-002314,WH01,CUST-00039,2024-01-28,2024-01-28 08:00,0,0.0
SHP-004254,kewdale wh,CUST-00175,2023-02-09,2023-02-09 15:00,0,0.0
SHP-003436,Fremantle WH,CUST-00117,2023-03-18,2023-03-18 04:00,N,0.0
SHP-000253,Fremantle WH,CUST-00158,2024-12-28,2024-12-28 11:00,Yes,11.6
SHP-000351,WH01,CUST-00079,2023-06-27,2023-06-27 19:00,false,0.0
SHP-002619,Fremantle WH,CUST-00102,2024-12-14,2024-12-14 19:00,0,0.0
SHP-002403,WH02,CUST-00115,2023-06-28,2023-06-28 05:00,FALSE,0.0
SHP-000458,,CUST-00067,2024-07-10,2024-07-10 19:00,0,0.0
SHP-003701,Kewdale WH,CUST-00185,2023-02-23,2023-02-23 00:00,false,0.0
SHP-000480,fremantle wh,CUST-00055,2023-01-14,2023-01-14 22:00,Yes,22.4
SHP-001115,WH01,CUST-00005,2024-12-20,2024-12-20 19:00,FALSE,0.0
SHP-000799,Kewdale WH,CUST-00177,2023-04-24,2023-04-24 16:00,0,0.0
SHP-PEAK-00048,kewdale wh,CUST-00073,2024-11-17,2024-11-17 12:00,false,0.0
SHP-001587,WH02,CUST-00005,2023-10-14,2023-10-14 08:00,FALSE,0.0
SHP-000027,Perth WH,CUST-00027,2023-06-23,2023-06-23 09:00,No,0.0
SHP-004830,Fremantle WH,CUST-00057,2024-08-16,2024-08-16 06:00,No,0.0
SHP-002729,WH03,CUST-00098,2023-11-11,2023-11-11 07:00,false,0.0
SHP-004733,WH02,CUST-00068,2024-04-16,2024-04-16 13:00,No,0.0
SHP-004634,fremantle wh,CUST-00087,2024-05-27,2024-05-27 19:00,N,0.0
SHP-002487,WH01,CUST-00136,2024-06-07,2024-06-08 01:00,true,25.0
SHP-001873,WH03,CUST-00069,2023-10-12,2023-10-12 03:00,FALSE,0.0
SHP-001502,,CUST-00186,2024-04-18,2024-04-18 09:00,FALSE,0.0
SHP-003404,fremantle wh,CUST-00141,2024-02-21,2024-02-22 12:00,true,36.9
SHP-004685,Perth WH,CUST-00185,2024-10-14,2024-10-14 03:00,FALSE,0.0
SHP-001920,fremantle wh,CUST-00090,2024-08-28,2024-08-28 06:00,false,0.0
SHP-001619,WH02,CUST-00151,2023-12-18,2023-12-18 09:00,FALSE,0.0
SHP-002772,Perth WH,CUST-00158,2023-05-14,2023-05-14 05:00,Y,5.4
SHP-004815,fremantle wh,CUST-00134,2023-07-24,2023-07-24 10:00,false,0.0
SHP-000608,WH02,CUST-00012,2024-06-25,2024-06-25 00:00,0,0.0
SHP-002228,,CUST-00029,2024-06-30,2024-06-30 12:00,No,0.0
SHP-PEAK-00329,fremantle wh,CUST-00051,2023-12-25,2023-12-25 05:00,FALSE,0.0
SHP-PEAK-00442,Kewdale WH,CUST-00098,2024-11-05,2024-11-05 17:00,TRUE,17.2
SHP-004667,WH03,CUST-00182,2023-04-13,2023-04-13 05:00,false,0.0
SHP-003304,WH01,CUST-00133,2023-09-26,2023-09-27 21:00,Y,45.1
SHP-004734,Kewdale WH,CUST-00045,2024-02-26,2024-02-26 13:00,No,0.0
SHP-PEAK-00693,Fremantle WH,CUST-00082,2023-12-24,2023-12-24 01:00,N,0.0
SHP-004562,fremantle wh,CUST-00195,2023-02-27,2023-02-27 16:00,false,0.0
SHP-000204,WH01,CUST-00027,2024-12-08,2024-12-08 01:00,FALSE,0.0
SHP-000340,Fremantle WH,CUST-00093,2024-12-01,2024-12-01 15:00,0,0.0
SHP-000838,WH02,CUST-00111,2024-01-16,2024-01-16 07:00,N,0.0
SHP-004249,Fremantle WH,CUST-00078,2023-04-18,2023-04-18 06:00,false,0.0
SHP-000388,WH03,CUST-00160,2024-10-14,2024-10-14 01:00,N,0.0
SHP-PEAK-00515,WH01,CUST-00071,2024-11-15,2024-11-15 14:00,N,0.0
SHP-003917,WH02,CUST-00180,2024-05-19,2024-05-19 16:00,false,0.0
SHP-003115,WH02,CUST-00101,2023-04-04,2023-04-04 03:00,0,0.0
SHP-004795,perth wh,CUST-00100,2023-04-23,2023-04-23 04:00,N,0.0
SHP-003255,WH03,CUST-00123,2024-01-17,2024-01-17 14:00,0,0.0
SHP-003916,WH01,CUST-00037,2023-04-24,2023-04-24 08:00,No,0.0
SHP-001324,,CUST-00118,2023-10-30,2023-10-30 04:00,FALSE,0.0
SHP-PEAK-00571,WH02,CUST-00031,2023-12-17,2023-12-17 04:00,false,0.0
SHP-002504,WH02,CUST-00110,2024-04-27,2024-04-27 02:00,Yes,2.9
SHP-003297,Perth WH,CUST-00121,2023-05-01,2023-05-01 16:00,0,0.0
SHP-000678,,CUST-00098,2024-06-17,2024-06-17 18:00,N,0.0
SHP-003762,Fremantle WH,CUST-00072,2024-04-01,2024-04-01 19:00,false,0.0
SHP-002058,Kewdale WH,CUST-00115,2024-04-10,2024-04-10 01:00,No,0.0
SHP-003839,Perth WH,CUST-00108,2023-09-13,2023-09-13 02:00,No,0.0
SHP-000062,Kewdale WH,CUST-00075,2024-01-12,2024-01-12 08:00,Y,8.2
SHP-002820,WH03,CUST-00059,2023-11-30,2023-11-30 04:00,No,0.0
SHP-PEAK-00295,Perth WH,CUST-00106,2024-11-06,2024-11-06 19:00,N,0.0
SHP-001653,Fremantle WH,CUST-00052,2023-04-06,2023-04-06 06:00,0,0.0
SHP-004282,WH01,CUST-00113,2023-05-11,2023-05-11 09:00,N,0.0
SHP-001273,Kewdale WH,ORPHAN-6,2024-05-16,2024-05-16 09:00,N,0.0
SHP-003044,Perth WH,CUST-00075,2023-09-13,2023-09-13 01:00,N,0.0
SHP-PEAK-00248,Fremantle WH,CUST-00178,2023-11-05,2023-11-05 15:00,No,0.0
SHP-002958,WH01,CUST-00185,2024-04-25,2024-04-25 00:00,FALSE,0.0
SHP-004689,perth wh,CUST-00151,2024-04-04,2024-04-04 11:00,FALSE,0.0
SHP-004218,WH03,CUST-00108,2024-05-04,2024-05-04 00:00,FALSE,0.0
SHP-002580,Kewdale WH,CUST-00147,2024-04-20,2024-04-20 07:00,N,0.0
SHP-004288,WH02,CUST-00141,2023-08-13,2023-08-13 22:00,TRUE,22.6
SHP-002464,Kewdale WH,CUST-00196,2024-02-21,2024-02-21 19:00,N,0.0
SHP-004654,,CUST-00086,2024-03-10,2024-03-11 05:00,1,29.9
SHP-001935,WH01,CUST-00154,2023-02-13,2023-02-13 08:00,FALSE,0.0
SHP-000734,WH03,CUST-00085,2024-12-10,2024-12-10 04:00,FALSE,0.0
SHP-004078,Kewdale WH,CUST-00045,2024-08-10,2024-08-10 07:00,N,0.0
SHP-004505,WH02,CUST-00057,2023-04-26,2023-04-27 05:00,TRUE,29.5
SHP-PEAK-00033,WH02,CUST-00175,2024-12-22,2024-12-22 03:00,No,0.0
SHP-004966,WH01,CUST-00139,2023-10-18,2023-10-18 05:00,N,0.0
SHP-PEAK-00640,perth wh,CUST-00009,2024-11-21,2024-11-22 04:00,true,28.0
SHP-002168,WH02,CUST-00065,2024-08-10,2024-08-10 05:00,N,0.0
SHP-000528,perth wh,CUST-00002,2023-02-25,2023-02-25 04:00,N,0.0
SHP-PEAK-00688,fremantle wh,CUST-00141,2023-11-26,2023-11-26 17:00,N,0.0
SHP-002438,fremantle wh,CUST-00044,2024-10-21,2024-10-21 00:00,N,0.0
SHP-001943,Perth WH,CUST-00042,2024-07-07,2024-07-07 05:00,No,0.0
SHP-PEAK-00562,WH03,CUST-00136,2023-11-25,2023-11-25 10:00,N,0.0
SHP-003896,WH03,CUST-00164,2024-11-13,2024-11-13 01:00,FALSE,0.0
SHP-000804,,CUST-00094,2023-01-31,2023-01-31 15:00,No,0.0
SHP-000858,perth wh,CUST-00002,2023-01-31,2023-01-31 01:00,FALSE,0.0
SHP-001345,,CUST-00164,2024-03-03,2024-03-03 00:00,0,0.0
SHP-002299,WH03,CUST-00156,2023-01-03,2023-01-04 04:00,true,28.1
SHP-002945,Kewdale WH,CUST-00143,2024-11-20,2024-11-20 05:00,TRUE,5.0
SHP-004564,perth wh,CUST-00187,2023-11-10,2023-11-10 09:00,FALSE,0.0
SHP-002842,kewdale wh,CUST-00117,2023-12-21,2023-12-21 02:00,false,0.0
SHP-000220,perth wh,CUST-00083,2023-12-11,2023-12-11 14:00,N,0.0
SHP-001452,fremantle wh,CUST-00188,2024-09-11,2024-09-11 06:00,No,0.0
SHP-001116,Kewdale WH,CUST-00132,invalid,2023-04-14 02:00,1,2.5
SHP-000583,Fremantle WH,CUST-00032,2023-10-14,2023-10-14 13:00,FALSE,0.0
SHP-003001,WH03,CUST-00058,2024-01-19,2024-01-19 12:00,No,0.0
SHP-000044,fremantle wh,CUST-00072,2024-11-15,2024-11-15 16:00,No,0.0
SHP-003399,Kewdale WH,CUST-00189,2023-07-09,2023-07-09 11:00,No,0.0
SHP-002761,perth wh,CUST-00015,2023-09-03,2023-09-03 02:00,FALSE,0.0
SHP-002551,fremantle wh,CUST-00194,2023-12-16,2023-12-16 06:00,0,0.0
SHP-003683,WH03,CUST-00077,2024-12-27,2024-12-27 15:00,0,0.0
SHP-PEAK-00070,fremantle wh,CUST-00106,2023-12-25,2023-12-25 12:00,FALSE,0.0
SHP-001225,kewdale wh,CUST-00062,2024-12-18,2024-12-18 19:00,0,0.0
SHP-003962,Fremantle WH,CUST-00160,2023-01-06,2023-01-06 19:00,FALSE,0.0
SHP-001072,WH02,CUST-00116,2024-11-02,2024-11-02 04:00,0,0.0
SHP-000719,Perth WH,CUST-00149,2023-09-10,2023-09-10 17:00,false,0.0
SHP-004246,WH01,CUST-00074,2023-05-07,2023-05-07 17:00,No,0.0
SHP-004933,Fremantle WH,CUST-00092,2024-08-10,2024-08-10 09:00,false,0.0
SHP-000671,Fremantle WH,CUST-00034,2023-10-11,2023-10-11 03:00,No,0.0
SHP-003695,WH01,CUST-00073,2024-08-08,2024-08-08 16:00,FALSE,0.0
SHP-002944,WH02,CUST-00197,2023-06-19,2023-06-19 06:00,FALSE,0.0
SHP-001845,WH02,CUST-00187,2024-13-45,2024-11-24 13:00,N,0.0
SHP-002035,fremantle wh,CUST-00110,2024-10-17,2024-10-17 14:00,0,0.0
SHP-003631,WH02,CUST-00100,2023-09-16,2023-09-16 03:00,Yes,3.5
