date,warehouse_id,sku,quantity_on_hand
2024-03-17,WH02,SKU-0044,645
2024-03-18,fremantle wh,SKU-0012,1993
2024-03-18,Kewdale WH,SKU-0062,4683
2024-03-18,Fremantle WH,SKU-0071,1472
2024-03-18,Fremantle WH,SKU-0002,4937
2024-03-18,kewdale wh,SKU-0031,2186
2024-03-18,Fremantle WH,SKU-0002,256
2024-03-18,kewdale wh,SKU-0075,1710
2024-03-18,Perth WH,SKU-0097,334
2024-03-19,WH03,SKU-0002,4955
2024-03-19,fremantle wh,SKU-0025,1289
2024-03-19,fremantle wh,SKU-0015,3063
2024-03-19,Perth WH,SKU-0073,937
2024-03-19,Kewdale WH,SKU-0069,3486
2024-03-19,perth wh,SKU-0020,4114
2024-03-19,WH03,SKU-0095,1752
2024-03-19,perth wh,SKU-0070,3360
2024-03-20,Kewdale WH,SKU-0041,4277
2024-03-20,fremantle wh,SKU-0021,3679
2024-03-20,Perth WH,SKU-0080,3421
2024-03-20,Perth WH,SKU-0036,2622
2024-03-20,kewdale wh,SKU-0038,1231
2024-03-20,Fremantle WH,SKU-0068,306
2024-03-20,perth wh,SKU-0050,1717
2024-03-20,Kewdale WH,SKU-0089,686
2024-03-21,kewdale wh,SKU-0008,1629
2024-03-21,Kewdale WH,SKU-0025,2562
2024-03-21,Fremantle WH,SKU-0068,2219
2024-03-21,perth wh,SKU-0081,3422
2024-03-21,Perth WH,SKU-0003,957
2024-03-21,WH03,SKU-0022,4139
2024-03-21,WH03,SKU-0051,1959
2024-03-21,Perth WH,SKU-0071,746
2024-03-22,WH01,SKU-0021,2485
2024-03-22,Kewdale WH,SKU-0099,2368
2024-03-22,WH01,SKU-0090,3779
2024-03-22,WH01,SKU-0021,4332
2024-03-22,WH02,SKU-0083,116
2024-03-22,Kewdale WH,SKU-0018,2182
2024-03-22,fremantle wh,SKU-0012,4321
2024-03-22,kewdale wh,SKU-0027,4436
2024-03-23,fremantle wh,SKU-0095,697
2024-03-23,kewdale wh,SKU-0032,3006
2024-03-23,Fremantle WH,SKU-0081,1486
2024-03-23,Kewdale WH,SKU-0018,3190
2024-03-23,Fremantle WH,SKU-0007,864
2024-03-23,Kewdale WH,SKU-0054,64
2024-03-23,Fremantle WH,SKU-0033,756
2024-03-23,Kewdale WH,SKU-0048,4181
2024-03-24,WH03,SKU-0002,2605
2024-03-24,fremantle wh,SKU-0100,3388
2024-03-24,Perth WH,SKU-0010,534
2024-03-24,kewdale wh,SKU-0024,492
2024-03-24,Fremantle WH,SKU-0067,622
2024-03-24,Fremantle WH,SKU-0039,3892
2024-03-24,Fremantle WH,SKU-0048,3721
2024-03-24,perth wh,SKU-0063,604
2024-03-25,Perth WH,SKU-0075,4970
2024-03-25,perth wh,SKU-0054,4352
2024-03-25,WH01,SKU-0036,943
2024-03-25,WH03,SKU-0001,3213
2024-03-25,perth wh,SKU-0079,4433
2024-03-25,Kewdale WH,SKU-0026,816
2024-03-25,WH01,SKU-0017,2382
2024-03-25,Kewdale WH,SKU-0059,3604
2024-03-26,WH03,SKU-0045,3038
2024-03-26,kewdale wh,SKU-0052,243
2024-03-26,Perth WH,SKU-0073,4478
2024-03-26,Kewdale WH,SKU-0016,4790
2024-03-26,WH01,SKU-0022,3915
2024-03-26,Fremantle WH,SKU-0058,2378
2024-03-26,WH01,SKU-0031,2636
2024-03-26,Fremantle WH,SKU-0081,3116
2024-03-27,WH03,SKU-0034,3117
2024-03-27,WH03,SKU-0058,2210
2024-03-27,WH02,SKU-0045,4869
2024-03-27,kewdale wh,SKU-0023,4594
2024-03-27,kewdale wh,SKU-0045,624
2024-03-27,fremantle wh,SKU-0054,4736
2024-03-27,perth wh,SKU-0051,1802
2024-03-27,WH01,SKU-0017,4679
2024-03-28,Perth WH,SKU-0059,380
2024-03-28,Fremantle WH,SKU-0087,1334
2024-03-28,Kewdale WH,SKU-0004,924
2024-03-28,Kewdale WH,SKU-0098,2735
2024-03-28,fremantle wh,SKU-0050,3857
2024-03-28,Perth WH,SKU-0018,4536
2024-03-28,WH01,SKU-0013,1552
2024-03-28,WH02,SKU-0068,2011
2024-03-29,WH01,SKU-0075,515
2024-03-29,WH02,SKU-0051,194
2024-03-29,WH01,SKU-0016,3098
2024-03-29,kewdale wh,SKU-0022,1337
2024-03-29,Fremantle WH,SKU-0080,4869
2024-03-29,Kewdale WH,SKU-0038,510
2024-03-29,perth wh,SKU-0081,492
2024-03-29,Fremantle WH,SKU-0088,3654
2024-03-30,Fremantle WH,SKU-0005,4425
2024-03-30,Fremantle WH,SKU-0022,201
2024-03-30,WH02,SKU-0008,1584
2024-03-30,fremantle wh,SKU-0099,2542
2024-03-30,fremantle wh,SKU-0092,4383
2024-03-30,WH03,SKU-0041,3775
2024-03-30,Fremantle WH,SKU-0050,1784
2024-03-30,fremantle wh,SKU-0011,240
2024-03-31,WH02,SKU-0037,4152
2024-03-31,WH01,SKU-0012,1430
2024-03-31,Kewdale WH,SKU-0007,851
2024-03-31,WH02,SKU-0029,2171
2024-03-31,WH01,SKU-0017,2842
2024-03-31,perth wh,SKU-0063,1480
2024-03-31,Perth WH,SKU-0082,653
2024-03-31,perth wh,SKU-0042,376
2024-04-01,kewdale wh,SKU-0071,2825
2024-04-01,kewdale wh,SKU-0031,3620
2024-04-01,WH03,SKU-0074,3045
2024-04-01,Perth WH,SKU-0093,1307
2024-04-01,Perth WH,SKU-0031,3729
2024-04-01,WH02,SKU-0043,2097
2024-04-01,Perth WH,SKU-0043,3684
2024-04-01,Perth WH,SKU-0075,1172
2024-04-02,WH01,SKU-0087,3828
2024-04-02,WH01,SKU-0063,4381
2024-04-02,Fremantle WH,SKU-0061,1742
2024-04-02,WH03,SKU-0011,2038
2024-04-02,kewdale wh,SKU-0095,2395
2024-04-02,perth wh,SKU-0021,511
2024-04-02,WH03,SKU-0024,4782
2024-04-02,Fremantle WH,SKU-0069,4335
2024-04-03,kewdale wh,SKU-0035,865
2024-04-03,WH02,SKU-0072,2140
2024-04-03,WH03,SKU-0031,1179
2024-04-03,WH03,SKU-0008,1847
2024-04-03,WH03,SKU-0080,738
2024-04-03,WH01,SKU-0067,3952
2024-04-03,Fremantle WH,SKU-0077,3920
2024-04-03,WH03,SKU-0094,3531
2024-04-04,fremantle wh,SKU-0086,3151
2024-04-04,WH03,SKU-0028,4754
2024-04-04,Kewdale WH,SKU-0073,2489
2024-04-04,WH01,SKU-0015,1327
2024-04-04,kewdale wh,SKU-0085,436
2024-04-04,WH01,SKU-0014,4236
2024-04-04,WH01,SKU-0024,3340
2024-04-04,kewdale wh,SKU-0067,4849
2024-04-05,WH03,SKU-0017,4023
2024-04-05,kewdale wh,SKU-0082,4108
2024-04-05,perth wh,SKU-0038,3283
2024-04-05,kewdale wh,SKU-0057,1247
2024-04-05,fremantle wh,SKU-0092,4039
2024-04-05,Fremantle WH,SKU-0076,1590
2024-04-05,Fremantle WH,SKU-0077,2070
2024-04-05,Kewdale WH,SKU-0077,4467
2024-04-06,Kewdale WH,SKU-0098,1339
2024-04-06,WH01,SKU-0060,2873
2024-04-06,WH03,SKU-0041,1036
2024-04-06,WH03,SKU-0037,3980
2024-04-06,WH01,SKU-0059,4394
2024-04-06,WH03,SKU-0016,1073
2024-04-06,fremantle wh,SKU-0027,3889
2024-04-06,WH02,SKU-0079,2824
2024-04-07,WH01,SKU-0068,2389
2024-04-07,WH01,SKU-0047,1542
2024-04-07,WH03,SKU-0056,4738
2024-04-07,kewdale wh,SKU-0012,2290
2024-04-07,WH03,SKU-0070,2541
2024-04-07,WH01,SKU-0087,586
2024-04-07,perth wh,SKU-0068,368
2024-04-07,WH02,SKU-0093,4991
2024-04-08,perth wh,SKU-0021,1577
2024-04-08,WH03,SKU-0060,4744
2024-04-08,Kewdale WH,SKU-0043,1919
2024-04-08,WH01,SKU-0024,329
2024-04-08,kewdale wh,SKU-0058,4474
2024-04-08,fremantle wh,SKU-0040,3597
2024-04-08,WH03,SKU-0060,3410
2024-04-08,Fremantle WH,SKU-0085,4494
2024-04-09,Kewdale WH,SKU-0017,4513
2024-04-09,WH03,SKU-0021,3243
2024-04-09,Perth WH,SKU-0068,2416
2024-04-09,Kewdale WH,SKU-0096,1615
2024-04-09,WH01,SKU-0097,404
2024-04-09,Fremantle WH,SKU-0050,4787
2024-04-09,WH01,SKU-0041,1352
2024-04-09,perth wh,SKU-0031,307
2024-04-10,WH01,SKU-0078,1096
2024-04-10,WH03,SKU-0035,4127
2024-04-10,WH01,SKU-0048,98
2024-04-10,fremantle wh,SKU-0030,2118
2024-04-10,WH03,SKU-0034,1499
2024-04-10,WH01,SKU-0053,401
2024-04-10,Perth WH,SKU-0010,907
2024-04-10,fremantle wh,SKU-0090,2308
2024-04-11,WH03,SKU-0004,2442
2024-04-11,WH01,SKU-0012,2697
2024-04-11,WH01,SKU-0097,3020
2024-04-11,WH02,SKU-0055,466
2024-04-11,Kewdale WH,SKU-0049,2102
2024-04-11,WH03,SKU-0095,1501
2024-04-11,kewdale wh,SKU-0014,4053
2024-04-11,Kewdale WH,SKU-0017,899
2024-04-12,WH03,SKU-0095,4004
2024-04-12,perth wh,SKU-0016,2978
2024-04-12,perth wh,SKU-0008,2555
2024-04-12,kewdale wh,SKU-0023,861
2024-04-12,Kewdale WH,SKU-0023,3898
2024-04-12,WH01,SKU-0034,4376
2024-04-12,Fremantle WH,SKU-0098,1243
2024-04-12,kewdale wh,SKU-0034,1547
2024-04-13,WH03,SKU-0095,1628
2024-04-13,kewdale wh,SKU-0037,3616
2024-04-13,WH03,SKU-0016,4674
2024-04-13,Kewdale WH,SKU-0045,3601
2024-04-13,Fremantle WH,SKU-0068,4507
2024-04-13,WH03,SKU-0019,594
2024-04-13,kewdale wh,SKU-0077,4383
2024-04-13,fremantle wh,SKU-0083,3018
2024-04-14,WH03,SKU-0006,2709
2024-04-14,WH02,SKU-0029,1274
2024-04-14,perth wh,SKU-0079,3900
2024-04-14,Kewdale WH,SKU-0001,1039
2024-04-14,perth wh,SKU-0041,1480
2024-04-14,WH01,SKU-0005,227
2024-04-14,WH01,SKU-0071,3826
2024-04-14,WH01,SKU-0025,3051
2024-04-15,Fremantle WH,SKU-0014,2672
2024-04-15,WH02,SKU-0075,3442
2024-04-15,WH02,SKU-0100,657
2024-04-15,WH01,SKU-0014,4169
2024-04-15,WH01,SKU-0093,4170
2024-04-15,WH02,SKU-0087,1818
2024-04-15,Perth WH,SKU-0063,1641
2024-04-15,WH02,SKU-0023,4317
2024-04-16,WH02,SKU-0043,3148
2024-04-16,WH01,SKU-0085,2110
2024-04-16,fremantle wh,SKU-0084,1173
2024-04-16,Perth WH,SKU-0058,3187
2024-04-16,WH01,SKU-0088,3499
2024-04-16,WH01,SKU-0015,548
2024-04-16,perth wh,SKU-0080,3139
2024-04-16,perth wh,SKU-0004,2918
2024-04-17,WH02,SKU-0075,3749
2024-04-17,Kewdale WH,SKU-0030,4469
2024-04-17,fremantle wh,SKU-0068,4043
2024-04-17,Kewdale WH,SKU-0057,3287
2024-04-17,WH01,SKU-0026,4952
2024-04-17,Perth WH,SKU-0042,4924
2024-04-17,Kewdale WH,SKU-0038,2885
2024-04-17,Fremantle WH,SKU-0076,684
2024-04-18,perth wh,SKU-0051,3739
2024-04-18,fremantle wh,SKU-0090,2623
2024-04-18,WH01,SKU-0022,3918
2024-04-18,Kewdale WH,SKU-0031,3333
2024-04-18,perth wh,SKU-0071,911
2024-04-18,Kewdale WH,SKU-0030,3983
2024-04-18,Perth WH,SKU-0074,2239
2024-04-18,Kewdale WH,SKU-0026,2743
2024-04-19,perth wh,SKU-0053,3008
2024-04-19,fremantle wh,SKU-0019,4505
2024-04-19,kewdale wh,SKU-0100,126
2024-04-19,WH03,SKU-0090,3996
2024-04-19,fremantle wh,SKU-0057,82
2024-04-19,perth wh,SKU-0007,4884
2024-04-19,Kewdale WH,SKU-0087,4068
2024-04-19,kewdale wh,SKU-0051,3257
2024-04-20,WH01,SKU-0034,3779
2024-04-20,kewdale wh,SKU-0043,2505
2024-04-20,WH03,SKU-0018,1835
2024-04-20,perth wh,SKU-0077,874
2024-04-20,WH02,SKU-0034,812
2024-04-20,WH02,SKU-0082,3355
2024-04-20,kewdale wh,SKU-0029,1591
2024-04-20,perth wh,SKU-0089,4486
2024-04-21,fremantle wh,SKU-0050,4215
2024-04-21,kewdale wh,SKU-0069,2688
2024-04-21,Fremantle WH,SKU-0053,1665
2024-04-21,WH02,SKU-0097,276
2024-04-21,fremantle wh,SKU-0052,585
2024-04-21,kewdale wh,SKU-0014,3584
2024-04-21,perth wh,SKU-0029,3157
2024-04-21,Fremantle WH,SKU-0051,1216
2024-04-22,WH03,SKU-0077,3756
2024-04-22,WH02,SKU-0090,2783
2024-04-22,Kewdale WH,SKU-0015,857
2024-04-22,WH02,SKU-0081,407
2024-04-22,fremantle wh,SKU-0093,67
2024-04-22,WH03,SKU-0002,3047
2024-04-22,Fremantle WH,SKU-0038,2962
2024-04-22,perth wh,SKU-0064,3213
2024-04-23,fremantle wh,SKU-0052,697
2024-04-23,Fremantle WH,SKU-0050,132
2024-04-23,fremantle wh,SKU-0077,3888
2024-04-23,Perth WH,SKU-0045,2791
2024-04-23,fremantle wh,SKU-0095,4801
2024-04-23,Kewdale WH,SKU-0041,4856
2024-04-23,WH01,SKU-0020,3736
2024-04-23,Kewdale WH,SKU-0060,3235
2024-04-24,Perth WH,SKU-0038,1127
2024-04-24,Kewdale WH,SKU-0063,1940
2024-04-24,kewdale wh,SKU-0058,4334
2024-04-24,WH01,SKU-0092,1641
2024-04-24,WH03,SKU-0041,4823
2024-04-24,WH01,SKU-0024,1178
2024-04-24,WH03,SKU-0037,1958
2024-04-24,kewdale wh,SKU-0041,1378
2024-04-25,kewdale wh,SKU-0071,2054
2024-04-25,Fremantle WH,SKU-0079,865
2024-04-25,WH01,SKU-0046,1259
2024-04-25,fremantle wh,SKU-0029,1156
2024-04-25,fremantle wh,SKU-0065,4466
2024-04-25,Perth WH,SKU-0100,1087
2024-04-25,Fremantle WH,SKU-0047,1989
2024-04-25,WH02,SKU-0077,2529
2024-04-26,Fremantle WH,SKU-0060,1366
2024-04-26,perth wh,SKU-0084,3888
2024-04-26,WH01,SKU-0091,365
2024-04-26,WH02,SKU-0026,2311
2024-04-26,perth wh,SKU-0085,1780
2024-04-26,fremantle wh,SKU-0080,2974
2024-04-26,perth wh,SKU-0031,3616
2024-04-26,fremantle wh,SKU-0005,1506
2024-04-27,Fremantle WH,SKU-0011,3166
2024-04-27,fremantle wh,SKU-0034,1980
2024-04-27,perth wh,SKU-0029,4551
2024-04-27,WH01,SKU-0072,2018
2024-04-27,perth wh,SKU-0069,2576
2024-04-27,Perth WH,SKU-0052,394
2024-04-27,WH01,SKU-0095,1963
2024-04-27,WH02,SKU-0080,4941
2024-04-28,perth wh,SKU-0066,1477
2024-04-28,WH01,SKU-0006,293
2024-04-28,WH01,SKU-0050,1076
2024-04-28,WH01,SKU-0003,3356
2024-04-28,perth wh,SKU-0015,110
2024-04-28,kewdale wh,SKU-0068,3828
2024-04-28,Kewdale WH,SKU-0006,4666
2024-04-28,WH02,SKU-0099,3216
2024-04-29,kewdale wh,SKU-0056,2143
2024-04-29,WH01,SKU-0058,1555
2024-04-29,Perth WH,SKU-0043,2793
2024-04-29,kewdale wh,SKU-0078,1348
2024-04-29,WH03,SKU-0051,2964
2024-04-29,WH01,SKU-0072,2314
2024-04-29,WH01,SKU-0038,3757
2024-04-29,Perth WH,SKU-0028,2878
2024-04-30,Perth WH,SKU-0052,2736
2024-04-30,WH01,SKU-0076,426
2024-04-30,WH01,SKU-0007,1877
2024-04-30,WH01,SKU-0026,3276
2024-04-30,kewdale wh,SKU-0081,802
2024-04-30,Perth WH,SKU-0018,2870
2024-04-30,perth wh,SKU-0098,4916
2024-04-30,kewdale wh,SKU-0012,3136
2024-05-01,WH01,SKU-0093,2672
2024-05-01,WH01,SKU-0023,3454
2024-05-01,WH01,SKU-0076,2124
2024-05-01,Perth WH,SKU-0062,3779
2024-05-01,WH01,SKU-0093,463
2024-05-01,Kewdale WH,SKU-0042,2613
2024-05-01,fremantle wh,SKU-0051,831
2024-05-01,WH01,SKU-0008,2236
2024-05-02,WH03,SKU-0055,3846
2024-05-02,WH03,SKU-0064,354
2024-05-02,kewdale wh,SKU-0067,2323
2024-05-02,fremantle wh,SKU-0096,544
2024-05-02,kewdale wh,SKU-0052,3199
2024-05-02,Kewdale WH,SKU-0054,554
2024-05-02,Kewdale WH,SKU-0005,2704
2024-05-02,Kewdale WH,SKU-0017,3814
2024-05-03,perth wh,SKU-0010,1629
2024-05-03,WH02,SKU-0089,4182
2024-05-03,fremantle wh,SKU-0020,1768
2024-05-03,WH01,SKU-0043,4624
2024-05-03,WH02,SKU-0048,873
2024-05-03,WH03,SKU-0073,2019
2024-05-03,Kewdale WH,SKU-0039,4102
2024-05-03,Fremantle WH,SKU-0061,4888
2024-05-04,fremantle wh,SKU-0100,1284
2024-05-04,perth wh,SKU-0069,724
2024-05-04,fremantle wh,SKU-0002,1318
2024-05-04,Fremantle WH,SKU-0099,3844
2024-05-04,WH03,SKU-0098,4079
2024-05-04,Perth WH,SKU-0020,228
2024-05-04,kewdale wh,SKU-0070,4341
2024-05-04,Perth WH,SKU-0080,985
2024-05-05,kewdale wh,SKU-0061,2523
2024-05-05,fremantle wh,SKU-0055,3484
2024-05-05,Perth WH,SKU-0049,1151
2024-05-05,WH03,SKU-0028,4521
2024-05-05,WH03,SKU-0089,1748
2024-05-05,WH02,SKU-0039,2730
2024-05-05,fremantle wh,SKU-0092,674
2024-05-05,kewdale wh,SKU-0065,50
2024-05-06,Perth WH,SKU-0026,1459
2024-05-06,fremantle wh,SKU-0027,2637
2024-05-06,kewdale wh,SKU-0007,1377
2024-05-06,fremantle wh,SKU-0089,4280
2024-05-06,WH01,SKU-0058,527
2024-05-06,Perth WH,SKU-0072,3865
2024-05-06,Fremantle WH,SKU-0014,2995
2024-05-06,kewdale wh,SKU-0067,2352
2024-05-07,kewdale wh,SKU-0098,3271
2024-05-07,Fremantle WH,SKU-0082,496
2024-05-07,Kewdale WH,SKU-0036,1631
2024-05-07,kewdale wh,SKU-0037,2780
2024-05-07,WH01,SKU-0018,4112
2024-05-07,kewdale wh,SKU-0094,1173
2024-05-07,perth wh,SKU-0043,3922
2024-05-07,fremantle wh,SKU-0008,673
2024-05-08,perth wh,SKU-0018,2187
2024-05-08,WH01,SKU-0028,1797
2024-05-08,WH01,SKU-0004,1365
2024-05-08,Fremantle WH,SKU-0077,272
2024-05-08,fremantle wh,SKU-0071,2203
2024-05-08,perth wh,SKU-0094,2785
2024-05-08,Fremantle WH,SKU-0085,4410
2024-05-08,WH01,SKU-0069,2948
2024-05-09,WH01,SKU-0017,2004
2024-05-09,perth wh,SKU-0079,203
2024-05-09,kewdale wh,SKU-0023,2272
2024-05-09,kewdale wh,SKU-0055,4299
2024-05-09,WH01,SKU-0100,4646
2024-05-09,Fremantle WH,SKU-0021,4153
2024-05-09,WH01,SKU-0079,4614
2024-05-09,WH01,SKU-0067,3728
2024-05-10,fremantle wh,SKU-0085,4232
2024-05-10,WH02,SKU-0022,3373
2024-05-10,Fremantle WH,SKU-0100,4524
2024-05-10,Kewdale WH,SKU-0078,279
2024-05-10,fremantle wh,SKU-0084,3527
2024-05-10,WH03,SKU-0062,1416
2024-05-10,WH01,SKU-0039,3714
2024-05-10,perth wh,SKU-0071,1849
2024-05-11,Kewdale WH,SKU-0044,2903
2024-05-11,WH01,SKU-0004,977
2024-05-11,WH03,SKU-0060,655
2024-05-11,WH03,SKU-0083,1051
2024-05-11,WH02,SKU-0030,4860
2024-05-11,perth wh,SKU-0080,832
2024-05-11,perth wh,SKU-0001,320
2024-05-11,fremantle wh,SKU-0055,2937
2024-05-12,Perth WH,SKU-0027,3628
2024-05-12,Fremantle WH,SKU-0076,3627
2024-05-12,Fremantle WH,SKU-0052,519
2024-05-12,WH03,SKU-0035,805
2024-05-12,Perth WH,SKU-0056,2149
2024-05-12,WH03,SKU-0029,3330
2024-05-12,fremantle wh,SKU-0011,3828
2024-05-12,fremantle wh,SKU-0028,3417
2024-05-13,Kewdale WH,SKU-0076,1518
2024-05-13,Perth WH,SKU-0076,1936
2024-05-13,WH02,SKU-0048,957
2024-05-13,Perth WH,SKU-0002,1650
2024-05-13,WH02,SKU-0001,3364
2024-05-13,Kewdale WH,SKU-0076,1891
2024-05-13,perth wh,SKU-0025,1725
2024-05-13,WH03,SKU-0073,3570
2024-05-14,fremantle wh,SKU-0028,983
2024-05-14,WH02,SKU-0093,989
2024-05-14,fremantle wh,SKU-0070,4412
2024-05-14,Kewdale WH,SKU-0062,1260
2024-05-14,WH03,SKU-0040,4300
2024-05-14,fremantle wh,SKU-0011,300
2024-05-14,WH02,SKU-0006,1837
2024-05-14,Perth WH,SKU-0095,1304
2024-05-15,perth wh,SKU-0085,3487
2024-05-15,WH01,SKU-0091,950
2024-05-15,WH01,SKU-0058,4560
2024-05-15,WH03,SKU-0068,1538
2024-05-15,Fremantle WH,SKU-0037,4166
2024-05-15,WH01,SKU-0097,1565
2024-05-15,WH02,SKU-0093,3216
2024-05-15,Fremantle WH,SKU-0005,1063
2024-05-16,fremantle wh,SKU-0036,3399
2024-05-16,Perth WH,SKU-0078,4920
2024-05-16,fremantle wh,SKU-0047,513
2024-05-16,WH02,SKU-0096,650
2024-05-16,fremantle wh,SKU-0041,3819
2024-05-16,WH01,SKU-0003,58
2024-05-16,Fremantle WH,SKU-0049,655
2024-05-16,Perth WH,SKU-0032,1356
2024-05-17,WH01,SKU-0038,4033
2024-05-17,WH03,SKU-0072,4378
2024-05-17,WH01,SKU-0035,998
2024-05-17,fremantle wh,SKU-0049,2447
2024-05-17,perth wh,SKU-0052,2576
2024-05-17,WH01,SKU-0002,236
2024-05-17,WH01,SKU-0029,1959
2024-05-17,Kewdale WH,SKU-0075,4932
2024-05-18,Kewdale WH,SKU-0018,4510
2024-05-18,WH02,SKU-0084,1698
2024-05-18,WH01,SKU-0011,3849
2024-05-18,Fremantle WH,SKU-0072,2958
2024-05-18,WH02,SKU-0066,321
2024-05-18,WH02,SKU-0075,3607
2024-05-18,WH03,SKU-0036,1885
2024-05-18,Perth WH,SKU-0093,3986
2024-05-19,Fremantle WH,SKU-0002,1608
2024-05-19,WH02,SKU-0012,3774
2024-05-19,Fremantle WH,SKU-0012,3178
2024-05-19,Fremantle WH,SKU-0083,4568
2024-05-19,WH02,SKU-0069,2002
2024-05-19,WH01,SKU-0008,4292
2024-05-19,Kewdale WH,SKU-0084,2958
2024-05-19,Perth WH,SKU-0082,4092
2024-05-20,kewdale wh,SKU-0032,4023
2024-05-20,WH01,SKU-0086,3553
2024-05-20,Fremantle WH,SKU-0082,2390
2024-05-20,Fremantle WH,SKU-0068,4929
2024-05-20,WH01,SKU-0078,450
2024-05-20,kewdale wh,SKU-0004,2915
2024-05-20,Fremantle WH,SKU-0003,2004
2024-05-20,WH02,SKU-0093,2568
2024-05-21,Perth WH,SKU-0018,1535
2024-05-21,WH01,SKU-0015,3733
2024-05-21,perth wh,SKU-0076,2159
2024-05-21,kewdale wh,SKU-0001,4509
2024-05-21,kewdale wh,SKU-0073,1447
2024-05-21,Fremantle WH,SKU-0009,845
2024-05-21,WH03,SKU-0002,2484
2024-05-21,WH02,SKU-0099,3168
2024-05-22,Fremantle WH,SKU-0058,1775
2024-05-22,kewdale wh,SKU-0078,2508
2024-05-22,perth wh,SKU-0084,1442
2024-05-22,WH01,SKU-0010,2882
2024-05-22,fremantle wh,SKU-0044,3900
2024-05-22,fremantle wh,SKU-0060,2159
2024-05-22,Kewdale WH,SKU-0082,3496
2024-05-22,Perth WH,SKU-0094,668
2024-05-23,kewdale wh,SKU-0040,2845
2024-05-23,WH01,SKU-0075,4741
2024-05-23,WH01,SKU-0100,2085
2024-05-23,fremantle wh,SKU-0045,3629
2024-05-23,fremantle wh,SKU-0030,278
2024-05-23,Perth WH,SKU-0027,4962
2024-05-23,WH01,SKU-0063,3202
2024-05-23,Fremantle WH,SKU-0003,3085
2024-05-24,Perth WH,SKU-0054,518
2024-05-24,WH01,SKU-0086,1173
2024-05-24,WH01,SKU-0085,4024
2024-05-24,Fremantle WH,SKU-0063,1520
2024-05-24,Fremantle WH,SKU-0093,1326
2024-05-24,WH02,SKU-0049,1706
2024-05-24,Kewdale WH,SKU-0010,237
2024-05-24,perth wh,SKU-0011,2395
2024-05-25,kewdale wh,SKU-0001,4363
2024-05-25,fremantle wh,SKU-0061,640
2024-05-25,Kewdale WH,SKU-0088,4872
2024-05-25,WH03,SKU-0080,853
2024-05-25,Kewdale WH,SKU-0062,2071
2024-05-25,Fremantle WH,SKU-0010,3080
2024-05-25,WH01,SKU-0059,954
2024-05-25,WH03,SKU-0092,4508
2024-05-26,fremantle wh,SKU-0024,3754
2024-05-26,kewdale wh,SKU-0016,3699
2024-05-26,WH02,SKU-0046,2235
2024-05-26,Fremantle WH,SKU-0090,4486
2024-05-26,Fremantle WH,SKU-0097,4296
2024-05-26,kewdale wh,SKU-0004,1498
2024-05-26,WH03,SKU-0053,681
2024-05-26,Fremantle WH,SKU-0096,4437
2024-05-27,perth wh,SKU-0053,4450
2024-05-27,Kewdale WH,SKU-0001,1035
2024-05-27,Fremantle WH,SKU-0077,916
2024-05-27,Kewdale WH,SKU-0022,728
2024-05-27,fremantle wh,SKU-0059,3350
2024-05-27,Fremantle WH,SKU-0081,4340
2024-05-27,WH02,SKU-0051,4501
2024-05-27,WH01,SKU-0025,570
2024-05-28,WH03,SKU-0045,1926
2024-05-28,Fremantle WH,SKU-0034,3582
2024-05-28,perth wh,SKU-0029,2208
2024-05-28,WH01,SKU-0039,4814
2024-05-28,fremantle wh,SKU-0001,1285
2024-05-28,WH03,SKU-0004,1248
2024-05-28,Fremantle WH,SKU-0001,1009
2024-05-28,Perth WH,SKU-0049,4152
2024-05-29,kewdale wh,SKU-0061,3589
2024-05-29,WH01,SKU-0032,1085
2024-05-29,WH01,SKU-0007,1508
2024-05-29,perth wh,SKU-0065,4077
2024-05-29,WH03,SKU-0034,3004
2024-05-29,WH01,SKU-0008,4249
2024-05-29,WH03,SKU-0078,4563
2024-05-29,perth wh,SKU-0065,1530
2024-05-30,Fremantle WH,SKU-0043,1015
2024-05-30,WH03,SKU-0097,2755
2024-05-30,WH03,SKU-0031,4161
2024-05-30,WH02,SKU-0002,3205
2024-05-30,WH03,SKU-0058,4996
2024-05-30,fremantle wh,SKU-0077,3710
2024-05-30,WH01,SKU-0082,3865
2024-05-30,WH01,SKU-0078,339
2024-05-31,WH02,SKU-0024,782
2024-05-31,WH01,SKU-0050,3832
2024-05-31,fremantle wh,SKU-0039,3568
2024-05-31,WH02,SKU-0016,4108
2024-05-31,Fremantle WH,SKU-0062,1117
2024-05-31,Fremantle WH,SKU-0081,1177
2024-05-31,fremantle wh,SKU-0031,4777
2024-05-31,Fremantle WH,SKU-0050,3504
2024-06-01,WH03,SKU-0028,3307
2024-06-01,Kewdale WH,SKU-0004,921
2024-06-01,WH01,SKU-0032,1456
2024-06-01,WH03,SKU-0097,2411
2024-06-01,kewdale wh,SKU-0097,1050
2024-06-01,WH01,SKU-0017,1443
2024-06-01,Fremantle WH,SKU-0004,4216
2024-06-01,WH01,SKU-0060,3066
2024-06-02,fremantle wh,SKU-0053,2614
2024-06-02,WH02,SKU-0021,2795
2024-06-02,perth wh,SKU-0014,3815
2024-06-02,WH02,SKU-0016,4708
2024-06-02,WH01,SKU-0018,339
2024-06-02,WH02,SKU-0100,4068
2024-06-02,Kewdale WH,SKU-0014,2189
2024-06-02,kewdale wh,SKU-0022,2729
2024-06-03,Kewdale WH,SKU-0025,4446
